Protokollnummer,Name,Position,Partei,Geschlecht,Jahrgang,Oberthema,Unterthema,Dreiklang
11,Matthias Miller,Abg,CDU,m,1991,Bildungspolitik,Digitalisierung Schule,3
13,Dr Albrecht Schuette,Abg,CDU,m,1970,Bildungspolitik,Hochschulen,3
14,Manuel Hagel,Abg,CDU,m,1988,Bildungspolitik,Kinder und Jugendliche,3
15,Guido Wolf,Abg,CDU,m,1961,Bildungspolitik,Hochschulen,3
19,Dr Alexander Becker,Abg,CDU,m,1972,Bildungspolitik,Schulen,3
19,Volker Schebesta,Staatssekretaer,CDU,m,1971,Bildungspolitik,Foerderung,3
32,Andreas Sturm,Abg,CDU,m,1974,Bildungspolitik,Hochschulen,3
32,Dr Alexander Becker,Abg,CDU,m,1972,Bildungspolitik,allgemein,3
32,Volker Schebesta,Staatssekretaer,CDU,m,1971,Bildungspolitik,allgemein,3
34,Dr Albrecht Schuette,Abg,CDU,m,1970,Bildungspolitik,Hochschulen,3
36,Dr Alexander Becker,Abg,CDU,m,1972,Bildungspolitik,allgemein,3
38,Thomas Doerflinger,Abg,CDU,m,1969,Bildungspolitik,duale Ausbildung,3
44,Andreas Sturm,Abg,CDU,m,1974,Bildungspolitik,Schulen,3
44,Dr Alexander Becker,Abg,CDU,m,1972,Bildungspolitik,Lehrermangel,3
45,Christiane Staab,Abg,CDU,w,1968,Bildungspolitik,Kinder und Jugendliche,3
45,Manuel Hailfinger,Abg,CDU,m,1982,Bildungspolitik,Schulen,3
50,Dr Alexander Becker,Abg,CDU,m,1972,Bildungspolitik,Schulen,3
55,Dr Alexander Becker,Abg,CDU,m,1972,Bildungspolitik,Bildungsgerechtigkeit,3
56,Dr Alexander Becker,Abg,CDU,m,1972,Bildungspolitik,G8 und G9,3
58,Andreas Sturm,Abg,CDU,m,1974,Bildungspolitik,Foerderung,3
60,Dr Matthias Miller,Abg,CDU,m,1991,Bildungspolitik,Schulen,3
62,Andreas Sturm,Abg,CDU,m,1974,Bildungspolitik,Digitalisierung Schule,3
62,Dr Alexander Becker,Abg,CDU,m,1972,Bildungspolitik,Schulen,3
62,Volker Schebesta,Staatssekretaer,CDU,m,1971,Bildungspolitik,Schulen,3
45,Volker Schebesta,Staatssekretaer,CDU ,m,1971,Bildungspolitik,Kinder und Jugendliche,3
11,Ralf Nentwich,Abg,GRUENE,m,1982,Bildungspolitik,Digitalisierung Schule,3
11,Sandra Boser,Staatssekretaerin,GRUENE,w,1976,Bildungspolitik,Digitalisierung Schule,3
13,Michael Joukov ,Abg,GRUENE,m,1981,Bildungspolitik,Hochschulen,3
13,Theresia Bauer,Ministerin,GRUENE,w,1965,Bildungspolitik,Hochschulen,3
14,Andreas Schwarz,Abg,GRUENE,m,1979,Bildungspolitik,Kinder und Jugendliche,3
14,Petra Olschowski,Staatssekretaerin,GRUENE,w,1965,Bildungspolitik,Hochschulen,3
14,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Bildungspolitik,Kinder und Jugendliche,3
15,Michael Joukov ,Abg,GRUENE,m,1981,Bildungspolitik,Hochschulen,3
15,Theresia Bauer,Ministerin,GRUENE,w,1965,Bildungspolitik,Hochschulen,3
19,Theresa Schopper,Ministerin,GRUENE,w,1961,Bildungspolitik,Schulen,3
19,Thomas Poreski,Abg,GRUENE,m,1963,Bildungspolitik,Schulen,3
32,Michael Joukov,Abg,GRUENE,m,1981,Bildungspolitik,Hochschulen,3
32,Thomas Poreski,Abg,GRUENE,m,1963,Bildungspolitik,allgemein,3
34,Michael Joukov,Abg,GRUENE,m,1981,Bildungspolitik,Hochschulen,3
34,Petra Olschowski,Staatssekretaerin,GRUENE,w,1965,Bildungspolitik,Hochschulen,3
35,Petra Olschowski,Staatssekretaerin,GRUENE,w,1965,Bildungspolitik,Hochschulen,2
36,Nadyne Saint Cast,Abg,GRUENE,w,1979,Bildungspolitik,allgemein,3
36,Sandra Boser,Staatssekretaerin,GRUENE,w,1976,Bildungspolitik,allgemein,3
38,Martina Haeusler,Abg,GRUENE,w,1964,Bildungspolitik,duale Ausbildung,3
44,Bernd Mettenleiter,Abg,GRUENE,m,1971,Bildungspolitik,Schulen,3
44,Theresa Schopper,Ministerin,GRUENE,w,1961,Bildungspolitik,Lehrermangel,3
44,Theresa Schopper,Ministerin,GRUENE,w,1961,Bildungspolitik,Schulen,3
44,Thomas Poreski,Abg,GRUENE,m,1963,Bildungspolitik,Lehrermangel,3
45,Bernd Mettenleiter,Abg,GRUENE,m,1971,Bildungspolitik,Schulen,3
45,Dorothea Wehinger,Abg,GRUENE,w,1953,Bildungspolitik,Kinder und Jugendliche,3
45,Theresa Schopper,Ministerin,GRUENE,w,1961,Bildungspolitik,Schulen,3
50,Nadyne Saint Cast,Abg,GRUENE,w,1979,Bildungspolitik,Schulen,3
50,Theresa Schopper,Ministerin,GRUENE,w,1961,Bildungspolitik,Schulen,3
55,Theresa Schopper,Ministerin,GRUENE,w,1961,Bildungspolitik,Bildungsgerechtigkeit,3
55,Thomas Poreski,Abg,GRUENE,m,1963,Bildungspolitik,Bildungsgerechtigkeit,3
56,Nadyne Saint Cast,Abg,GRUENE,w,1979,Bildungspolitik,Digitalisierung an Schulen,3
56,Sandra Boser,Staatssekretaerin,GRUENE,w,1976,Bildungspolitik,G8 und G9,3
56,Sandra Boser,Staatssekretaerin,GRUENE,w,1976,Bildungspolitik,Lehrermangel,3
56,Sandra Boser,Staatssekretaerin,GRUENE,w,1976,Bildungspolitik,Digitalisierung an Schulen,3
56,Thomas Poreski,Abg,GRUENE,m,1963,Bildungspolitik,G8 und G9,3
56,Thomas Poreski,Abg,GRUENE,m,1963,Bildungspolitik,Lehrermangel,3
56,Thomas Poreski,Abg,GRUENE,m,1963,Bildungspolitik,Digitalisierung an Schulen,3
58,Theresa Schopper,Ministerin,GRUENE,w,1961,Bildungspolitik,Foerderung,3
58,Thomas Poreski,Abg,GRUENE,m,1963,Bildungspolitik,Foerderung,3
60,Theresia Bauer,Ministerin,GRUENE,w,1965,Bildungspolitik,Schulen,3
62,Ralf Nentwich,Abg,GRUENE,m,1982,Bildungspolitik,Digitalisierung Schule,3
62,Sandra Boser,Staatssekretaerin,GRUENE,w,1976,Bildungspolitik,Digitalisierung Schule,3
62,Theresia Bauer,Ministerin,GRUENE,w,1965,Bildungspolitik,Schulen,3
14,Volker Schebesta,Staatssekretaer,,m,1971,Bildungspolitik,Kinder und Jugendliche,3
5,Stefan Teufel,Abg,CDU,m,1972,Corona,Coronapolitik,1
6,Isabell Huber,Abg,CDU,w,1987,Corona,junge Menschen,3
7,Andreas Deuschle,Abg,CDU,m,1978,Corona,Coronapolitik,1
8,Andreas Sturm,Abg,CDU,m,1974,Corona,Bildung,1
8,Ansgar Mayr,Abg,CDU,m,1972,Corona,Vereine,1
8,Dr Alexander Becker,Abg,CDU,m,1972,Corona,Coronapolitik,1
9,Stefan Teufel,Abg,CDU,m,1972,Corona,Coronapolitik,3
9,Winfried Mack,Abg,CDU,m,1965,Corona,Coronapolitik,3
10,Dr Michael Preusch,Abg,CDU,m,1975,Corona,Coronapolitik,3
10,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Corona,Coronahilfen,1
10,Stefan Teufel,Abg,CDU,m,1972,Corona,Coronapolitik,1
11,Dr Alexander Becker,Abg,CDU,m,1972,Corona,Bildung,1
12,Dr Michael Preusch,Abg,CDU,m,1975,Corona,Coronapolitik,1
13,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Corona,Handel Innenstadt,1
13,Thomas Doerflinger,Abg,CDU,m,1969,Corona,Handel Innenstadt,1
14,Andreas Sturm,Abg,CDU,m,1974,Corona,Gesundheit,1
15,Ansgar Mayr,Abg,CDU,m,1972,Corona,Coronapolitik,1
15,Dr Albrecht Schuette,Abg,CDU,m,1970,Corona,Bildung,1
18,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Corona,Coronapolitik,1
18,Winfried Mack,Abg,CDU,m,1965,Corona,Coronapolitik,1
19,Dr Michael Preusch,Abg,CDU,m,1975,Corona,Coronapolitik,1
20,Manuel Hagel,Abg,CDU,m,1988,Corona,Coronapolitik,1
21,Manuel Hagel,Abg,CDU,m,1988,Corona,Coronapolitik,1
24,Dr Michael Preusch,Abg,CDU,m,1975,Corona,Gesundheiten,1
25,Manuel Hagel,Abg,CDU,m,1988,Corona,Coronapolitik,1
26,Andreas Sturm,Abg,CDU,m,1974,Corona,Bildung,1
26,Manuel Hagel,Abg,CDU,m,1988,Corona,Coronapolitik,1
28,Dr Michael Preusch,Abg,CDU,m,1975,Corona,Gesundheit,3
28,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Corona,Coronahilfen,1
28,Stefan Teufel,Abg,CDU,m,1972,Corona,Gesundheiten,1
28,Winfried Mack,Abg,CDU,m,1965,Corona,Coronahilfen,1
30,Manuel Hagel,Abg,CDU,m,1988,Corona,Gesundheit,1
31,Dr Michael Preusch,Abg,CDU,m,1975,Corona,Gesundheit,1
31,Matthias Miller,Abg,CDU,m,1991,Corona,Enquete Kommission,1
31,Tim Bueckner,Abg,CDU,m,1983,Corona,Gesundheit,1
32,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Corona,Gesundheit,1
33,Dr Michael Preusch,Abg,CDU,m,1975,Corona,Coronapolitik,1
36,Tobias Wald,Abg,CDU,m,1973,Corona,Massnahmen,1
37,Stefan Teufel,Abg,CDU,m,1972,Corona,Coronapolitik,1
40,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Corona,Coronapolitik,1
40,Winfried Mack,Abg,CDU,m,1965,Corona,Coronapolitik,1
41,Dr Michael Preusch,Abg,CDU,m,1975,Corona,Coronapolitik,1
41,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Corona,Handel Innenstadt,1
44,Tim Bueckner,Abg,CDU,m,1983,Corona,Gesundheit,1
45,Dr Matthias Miller,Abg,CDU,m,1991,Corona,Enquete Kommission,1
45,Dr Michael Preusch,Abg,CDU,m,1975,Corona,Coronapolitik,1
46,Tim Bueckner,Abg,CDU,m,1983,Corona,Gesundheit,1
50,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Corona,Handel Innenstadt,1
50,Thomas Doerflinger,Abg,CDU,m,1969,Corona,Handel Innenstadt,1
54,Dr Michael Preusch,Abg,CDU,m,1975,Corona,Massnahmen,1
56,Stefan Teufel,Abg,CDU,m,1972,Corona,Coronapolitik,1
59,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Corona,Coronahilfen,1
5,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,1
5,Petra Krebs,Abg,GRUENE,w,1969,Corona,Coronapolitik,1
6,Manfred Lucha,Minister,GRUENE,m,1961,Corona,junge Menschen,3
6,Thomas Poreski,Abg,GRUENE,m,1963,Corona,junge Menschen,3
7,Hans Ulrich Sckerl,Abg,GRUENE,m,1951,Corona,Coronapolitik,1
7,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,1
8,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Gesundheit,1
8,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,1
8,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Vereine,1
8,Petra Haeffner,Abg,GRUENE,w,1964,Corona,Vereine,1
8,Sandra Boser,Staatssekretaerin,GRUENE,w,1976,Corona,Bildung,1
8,Theresa Schopper,Minister,GRUENE,w,1961,Corona,Coronapolitik,1
8,Theresa Schopper,Minister,GRUENE,w,1961,Corona,Bildung,1
8,Thomas Poreski,Abg,GRUENE,m,1963,Corona,Coronapolitik,1
8,Thomas Poreski,Abg,GRUENE,m,1963,Corona,Bildung,1
9,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,3
9,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,3
9,Petra Krebs,Abg,GRUENE,w,1969,Corona,Coronapolitik,3
9,Tayfun Tok,Abg,GRUENE,m,1986,Corona,Coronapolitik,3
10,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,3
10,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,1
10,Petra Krebs,Abg,GRUENE,w,1969,Corona,Coronapolitik,3
10,Petra Krebs,Abg,GRUENE,w,1969,Corona,Coronapolitik,1
11,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Gesundheit,1
11,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Corona Politik,1
11,Nadyne Saint Cast,Abg,GRUENE,w,1979,Corona,Bildung,1
11,Theresa Schopper,Ministerin,GRUENE,w,1961,Corona,Bildung,1
12,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,1
12,Petra Krebs,Abg,GRUENE,m,1969,Corona,Coronapolitik,1
13,Tayfun Tok,Abg,GRUENE,m,1986,Corona,Handel Innenstadt,1
14,Dorothea Wehinger,Abg,GRUENE,w,1953,Corona,Gesundheit,1
14,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Corona,Gesundheit,1
14,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Corona,Mobilitaet,1
14,Stefanie Seemann,Abg,GRUENE,w,1959,Corona,Mobilitaet,1
15,Alexander Salomon,Abg,GRUENE,m,1986,Corona,Coronapolitik,1
15,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,1
15,Michael Joukov ,Abg,GRUENE,m,1981,Corona,Bildung,1
15,Theresia Bauer,Ministerin,GRUENE,w,1965,Corona,Bildung,1
19,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,1
19,Petra Krebs,Abg,GRUENE,w,1969,Corona,Coronapolitik,1
20,Andreas Schwarz,Abg,GRUENE,m,1979,Corona,Coronapolitik,1
20,Andreas Schwarz,Abg,GRUENE,m,1979,Corona,Coronapolitik,1
20,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,1
20,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Corona,Coronapolitik,1
21,Andreas Stoch,Abg,GRUENE,m,1969,Corona,Coronapolitik,1
21,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Corona,Coronapolitik,1
24,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Gesundheiten,1
24,Norbert Knopf,Abg,GRUENE,m,1967,Corona,Gesundheiten,1
25,Andreas Schwarz,Abg,GRUENE,m,1979,Corona,Coronapolitik,1
25,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Corona,Coronapolitik,1
26,Andreas Schwarz,Abg,GRUENE,m,1979,Corona,Coronapolitik,1
26,Dr Susanne Aschhoff,Abg,GRUENE,w,1971,Corona,Bildung,1
26,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,1
26,Theresa Schopper,Ministerin,GRUENE,w,1961,Corona,Bildung,1
26,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Corona,Coronapolitik,1
27,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Pflegeheime,1
27,Petra Krebs,Abg,GRUENE,w,1969,Corona,Pflegeheime,1
28,Erwin Koehler,Abg,GRUENE,m,1995,Corona,Gesundheiten,1
28,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Gesundheiten,1
28,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Gesundheit,
28,Norbert Knopf,Abg,GRUENE,m,1967,Corona,Gesundheit,
28,Tayfun Tok,Abg,GRUENE,m,1986,Corona,Coronahilfen,1
30,Andreas Schwarz,Abg,GRUENE,m,1979,Corona,Gesundheit,1
30,Winfried Kretschmann,Ministerpraesident,GRUENE,m,1948,Corona,Coronapolitik,1
31,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Gesundheit,1
31,Petra Krebs,Abg,GRUENE,w,1969,Corona,Gesundheit,1
31,Petra Krebs,Abg,GRUENE,w,1969,Corona,Enquete Kommission,1
33,Andreas Schwarz,Abg,GRUENE,m,1979,Corona,Coronapolitik,1
33,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Corona,Coronapolitik,1
33,Petra Krebs,Abg,GRUENE,w,1969,Corona,Coronapolitik,1
34,Daniel Lede Abal,Abg,GRUENE,m,1976,Corona,Enquete Kommission,1
35,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Corona,Gesundheit,1
35,Elke Zimmer,Staatssekretaerin,GRUENE,w,1966,Corona,Zugausfall,1
36,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Corona,Massnahmen,1
36,Peter Seimer,Abg,GRUENE,m,1993,Corona,Massnahmen,1
37,Manfred Lucha,Minister,GRUENE,m,1993,Corona,Coronapolitik,1
37,Petra Krebs,Abg,GRUENE,w,1969,Corona,Coronapolitik,1
41,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Corona,Gesundheit,1
41,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Corona,Coronapolitik,1
41,Petra Krebs,Abg,GRUENE,w,1969,Corona,Coronapolitik,1
44,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Corona,Gesundheit,1
44,Petra Krebs,Abg,GRUENE,w,1969,Corona,Gesundheit,1
45,Daniel Lede Abal,Abg,GRUENE,m,1976,Corona,Enquete Kommission,1
45,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,1
45,Petra Krebs,Abg,GRUENE,w,1969,Corona,Coronapolitik,1
46,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Gesundheit,1
46,Petra Krebs,Abg,GRUENE,w,1969,Corona,Gesundheit,1
50,Tayfun Tok,Abg,GRUENE,m,1986,Corona,Handel Innenstadt,1
54,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Massnahmen,1
54,Petra Krebs,Abg,GRUENE,w,1969,Corona,Massnahmen,1
56,Manfred Lucha,Minister,GRUENE,m,1961,Corona,Coronapolitik,1
56,Petra Krebs,Abg,GRUENE,w,1969,Corona,Coronapolitik,1
57,Dr Ute Leidig,Staatssekretaerin,GRUENE,w,1963,Corona,Coronapolitik,1
12,Isabell Huber,Abg,CDU,w,1987,Digitalisierung,Verwaltung,1
12,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Digitalisierung,Verwaltung,1
14,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Digitalisierung,KI,1
14,Sarah Schweizer,Abg,CDU,w,1983,Digitalisierung,KI,1
14,Winfried Mack,Abg,CDU,m,1965,Digitalisierung,KI,1
18,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Digitalisierung,Datenschutz,1
18,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Digitalisierung,Datenschutz,1
26,Isabell Huber,Abg,CDU,w,1987,Digitalisierung,Verwaltung,1
26,Thomas Strobl,Minister,CDU,m,1960,Digitalisierung,Verwaltung,1
32,Tobias Wald,Abg,CDU,m,1973,Digitalisierung,Verwaltung,1
35,Ulli Hockenberger,Abg,CDU,m,1956,Digitalisierung,Verwaltung,1
38,Isabell Huber,Abg,CDU,w,1987,Digitalisierung,Verwaltung,1
38,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Digitalisierung,Verwaltung,1
46,Andreas Deuschle,Abg,CDU,m,1978,Digitalisierung,Datenschutz,1
46,Wilfried Klenk,Staatssekretaer,CDU,m,1959,Digitalisierung,Datenschutz,1
47,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Digitalisierung,Verwaltung,1
47,Marion Gentges,Ministerin,CDU,w,1971,Digitalisierung,Verwaltung,1
48,Ansgar Mayr,Abg,CDU,m,1972,Digitalisierung,Breitband,1
48,Thomas Strobl,Minister,CDU,m,1960,Digitalisierung,Breitband,1
48,Ulli Hockenberger,Abg,CDU,m,1956,Digitalisierung,Breitband,1
49,Ansgar Mayr,Abg,CDU,m,1972,Digitalisierung,Breitband,1
49,Thomas Strobl,Minister,CDU,m,1960,Digitalisierung,Breitband,1
62,Christine Neumann Martin,Abg,CDU,w,1986,Digitalisierung,Breitband,1
62,Nicole Razavi,Ministerin,CDU,w,1965,Digitalisierung,Breitband,1
12,Peter Seimer,Abg,GRUENE,m,1993,Digitalisierung,Verwaltung,1
14,Felix Herkens,Abg,GRUENE,m,1995,Digitalisierung,KI,1
18,Hans Ulrich Sckerl,Abg,GRUENE,m,1951,Digitalisierung,Datenschutz,1
26,Peter Seimer,Abg,GRUENE,m,1993,Digitalisierung,Verwaltung,1
32,Dr Danyal Bayaz,Minister fuer Finanzen,GRUENE,m,1983,Digitalisierung,Verwaltung,1
32,Dr Markus Roesler,Abg,GRUENE,m,1961,Digitalisierung,Verwaltung,1
35,Dr Gisela Splett,Staatssekretaerin,GRUENE,w,1967,Digitalisierung,Verwaltung,1
35,Dr Markus Roesler,Abg,GRUENE,m,1961,Digitalisierung,Verwaltung,1
38,Daniel Lede Abal,Abg,GRUENE,m,1976,Digitalisierung,Verwaltung,1
46,Thomas Hentschel,Abg,GRUENE,m,1964,Digitalisierung,Datenschutz,1
47,Thomas Hentschel,Abg,GRUENE,m,1964,Digitalisierung,Verwaltung,1
48,Swantje Sperling,Abg,GRUENE,w,1983,Digitalisierung,Breitband,1
57,Daniel Lede Abal,Abg ,GRUENE,m,1976,Digitalisierung,Verwaltung,1
62,Cindy Holmberg,Abg,GRUENE,w,1975,Digitalisierung,Breitband,1
8,Sabine Hartmann Mueller,Abg,CDU,w,1962,Europa,,3
11,Tobias Vogt,Abg,CDU,m,1973,Europa,,3
18,Willi Staechele,Abg,CDU,m,1951,Europa,,3
29,Sabine Hartmann Mueller,Abg,CDU,w,1962,Europa,,3
33,Klaus Burger,Abg,CDU,m,1958,Europa,,3
33,Peter Hauk,Minister,CDU,m,1960,Europa,,3
38,Sabine Hartmann Mueller,Abg,CDU,w,1962,Europa,,3
38,Willi Staechele,Abg,CDU,m,1951,Europa,,3
43,Sabine Hartmann Mueller,Abg,CDU,w,1962,Europa,,3
46,Willi Staechele,Abg,CDU,m,1951,Europa,,3
47,Sabine Hartmann Mueller,Abg,CDU,w,1962,Europa,,3
50,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Europa,,3
50,Willi Staechele,Abg,CDU,m,1951,Europa,,3
57,Sarah Schweizer,Abg ,CDU,w,1983,Europa,,3
64,Sabine Hartmann Mueller,Abg,CDU,w,1962,Europa,,3
8,Andrea Bogner Unden,Abg,GRUENE,w,1955,Europa,,3
8,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
11,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
11,Josef Frey,Abg,GRUENE,m,1959,Europa,,3
18,Bernd Mettenleiter,Abg,GRUENE,m,1971,Europa,,3
18,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
27,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
27,Josef Frey,Abg,GRUENE,m,1959,Europa,,3
29,Catherine Kern,Abg,GRUENE,w,1961,Europa,,3
29,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
33,Martin Hahn,Abg,GRUENE,m,1963,Europa,,3
38,Andrea Bogner Unden,Abg,GRUENE,w,1955,Europa,,3
38,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
38,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
38,Niklas Nuessle,Abg,GRUENE,m,1994,Europa,,3
43,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
43,Josef Frey,Abg,GRUENE,m,1959,Europa,,3
46,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
46,Michael Joukov ,Abg,GRUENE,m,1981,Europa,,3
47,Bernd Mettenleiter,Abg,GRUENE,m,1971,Europa,,3
47,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
50,Josef Frey,Abg,GRUENE,m,1959,Europa,,3
57,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
57,Michael Joukov,Abg ,GRUENE,m,1981,Europa,,3
64,Florian Hassler,Staatssekretaer,GRUENE,m,1977,Europa,,3
64,Josef Frey,Abg,GRUENE,m,1959,Europa,,3
8,Thomas Strobl,Minister,CDU,m,1960,Finanzen,Schulden,1
8,Tobias Wald,Abg,CDU,m,1973,Finanzen,Schulden,1
9,Manuel Hagel,Abg,CDU,m,1988,Finanzen,Haushaltsplan,1
10,Tobias Wald,Abg,CDU,m,1973,Finanzen,Haushalt,1
13,Andreas Deuschle,Abg,CDU,m,1978,Finanzen,Haushalt,1
18,Manuel Hagel,Abg,CDU,m,1988,Finanzen,Haushalt,1
19,Tobias Wald,Abg,CDU,m,1973,Finanzen,Steuerpolitik,1
22,Andreas Deuschle,Abg,CDU,m,1978,Finanzen,Haushalt,1
22,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Finanzen,Haushalt,1
22,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Finanzen,Haushalt,1
22,Isabell Huber,Abg,CDU,w,1987,Finanzen,Haushalt,1
22,Klaus Burger,Abg,CDU,m,1958,Finanzen,Haushalt,1
22,Manuel Hagel,Abg,CDU,m,1988,Finanzen,Haushalt,1
22,Marion Gentges,Ministerin,CDU,w,1971,Finanzen,Haushalt,1
22,Peter Hauk,Minister,CDU,m,1960,Finanzen,Haushalt,1
22,Sarah Schweizer,Abg,CDU,w,1983,Finanzen,Haushalt,1
22,Thomas Strobl,Minister,CDU,m,1960,Finanzen,Haushalt,1
22,Winfried Mack,Abg,CDU,m,1965,Finanzen,Haushalt,1
23,Andreas Deuschle,Abg,CDU,m,1978,Finanzen,Haushalt,1
23,Andreas Sturm,Abg,CDU,m,1974,Finanzen,Haushalt,1
23,Dr Albrecht Schuette,Abg,CDU,m,1970,Finanzen,Haushalt,1
23,Dr Albrecht Schuette,Abg,CDU,m,1970,Finanzen,Haushalt,1
23,Dr Alexander Becker,Abg,CDU,m,1972,Finanzen,Haushalt,1
23,Manuel Hailfinger,Abg,CDU,m,1982,Finanzen,Haushalt,1
23,Raimund Haser,Abg,CDU,m,1975,Finanzen,Haushalt,1
23,Stefan Teufel,Abg,CDU,m,1972,Finanzen,Haushalt,1
23,Thomas Doerflinger,Abg,CDU,m,1969,Finanzen,Haushalt,1
24,Christine Neumann Martin,Abg,CDU,w,1986,Finanzen,Haushalt,1
24,Guido Wolf,Abg,CDU,m,1961,Finanzen,Haushalt,1
24,Nicole Razavi,Ministerin,CDU,w,1965,Finanzen,Haushalt,1
24,Tobias Wald,Abg,CDU,m,1973,Finanzen,Haushalt,1
25,Tobias Wald,Abg,CDU,m,1973,Finanzen,Haushalt,1
25,Tobias Wald,Abg,CDU,m,1973,Finanzen,Steuerpolitik,1
34,Ulli Hockenberger,Abg,CDU,m,1956,Finanzen,Steuerpolitik,1
44,Dr Albrecht Schuette,Abg,CDU,m,1970,Finanzen,Haushalt,1
44,Raimund Haser,Abg,CDU,m,1975,Finanzen,Sonstiges,1
46,Dr Albrecht Schuette,Abg,CDU,m,1970,Finanzen,Steuerpolitik,1
46,Katrin Schindele,Abg,CDU,w,1987,Finanzen,Steuerpolitik,1
46,Tobias Wald,Abg,CDU,m,1973,Finanzen,Steuerpolitik,1
46,Ulli Hockenberger,Abg,CDU,m,1956,Finanzen,Steuerpolitik,1
47,Dr Nicole Hoffmeister Kraut,Ministerin,CDU,w,1972,Finanzen,Sonstiges Finanzen,1
47,Dr Wolfgang Reinhart,Abg,CDU,m,1956,Finanzen,Sonstiges Finanzen,1
49,Arnulf Freiherr von Eyb,Abg,CDU,m,1955,Finanzen,Steuerpolitik,1
49,Manuel Hagel,Abg,CDU,m,1988,Finanzen,Haushalt,1
49,Siegfried Lorek,Staatssekretaer,CDU,m,1977,Finanzen,Steuerpolitik,1
